20|20|100|29492253
20|20|101|29986294
20|20|102|28143575
20|20|103|28802410
20|20|104|27905592
20|20|105|28969655
20|20|106|28051079
20|20|107|28908812
20|20|108|29261743
20|20|109|28910093
20|20|110|28443592
20|20|111|28490020
20|20|112|28759342
20|20|113|28161970
20|20|114|28358754
20|20|115|28597354
20|20|116|29268520
20|20|117|28770696
20|20|118|28640166
20|20|119|28940003
20|20|120|28547049
20|20|121|29926992
20|20|122|29800798
20|20|123|30524452
20|20|124|30423308
20|20|125|30909103
20|20|126|32517234
20|20|127|31001458
20|20|128|29474246
20|20|129|30530831
20|20|130|29265910
20|20|131|29392201
20|20|132|29716799
20|20|133|29033067
20|20|134|29213684
20|20|135|29862205
20|20|136|30393858
20|20|137|29624998
20|20|138|29327266
20|20|139|30046849
20|20|140|29873442
20|20|141|29849406
20|20|142|29128235
20|20|143|29598460
20|20|144|29202658
20|20|145|29100164
20|20|146|29388702
20|20|147|31325874
20|20|148|29764850
20|20|149|29678699
20|20|150|29501386
20|20|151|29313723
20|20|152|28942172
20|20|153|29610890
20|20|154|50817791
20|20|155|31516592
20|20|156|29645397
20|20|157|29218355
20|20|158|29616098
20|20|159|30316556
20|20|160|29745018
20|20|161|29193270
20|20|162|28707088
20|20|163|29806905
20|20|164|28954974
20|20|165|28426074
20|20|166|29720900
20|20|167|29088840
20|20|168|28826657
20|20|169|30306053
20|20|170|28221440
20|20|171|29603940
20|20|172|29396083
20|20|173|28528896
20|20|174|28670685
20|20|175|28434198
20|20|176|28370905
20|20|177|27929246
20|20|178|28626672
20|20|179|28051628
20|20|180|28000538
20|20|181|27588300
20|20|182|27730948
20|20|183|27727530
20|20|184|30824589
20|20|185|29573832
20|20|186|27662049
20|20|187|27899522
20|20|188|27707921
20|20|189|28179888
20|20|190|27205698
20|20|191|28524068
20|20|192|27332530
20|20|193|29005782
20|20|194|27695295
20|20|195|28277424
20|20|196|28448804
20|20|197|27717444
20|20|198|27690393
20|20|199|27745849
20|20|200|27112080
20|20|201|27436278
20|20|202|27768546
20|20|203|27094748
20|20|204|27104021
20|20|205|27458555
20|20|206|27479566
20|20|207|27333596
20|20|208|26954766
20|20|209|27261886
20|20|210|26652040
20|20|211|29288832
20|20|212|28261597
20|20|213|26637308
20|20|214|27616578
20|20|215|27799580
20|20|216|27696682
20|20|217|28691556
20|20|218|27830762
20|20|219|27435272
20|20|220|27949218
20|20|221|27669408
20|20|222|27771991
20|20|223|26841803
20|20|224|26926442
20|20|225|26829008
20|20|226|27023096
20|20|227|27612930
20|20|228|27145540
20|20|229|27019014
20|20|230|27026934
20|20|231|28517388
20|20|232|27534058
20|20|233|27153141
20|20|234|27045887
20|20|235|27167469
20|20|236|27042189
20|20|237|26756403
20|20|238|26512706
20|20|239|26607441
20|20|240|26709234
20|20|241|26663692
20|20|242|27476804
20|20|243|26714269
20|20|244|26478762
20|20|245|26696472
20|20|246|26412815
20|20|247|26128454
20|20|248|26074616
20|20|249|26146539
20|20|250|26088274
20|20|251|25970288
20|20|252|25921613
20|20|253|26217315
20|20|254|26339133
20|20|255|26386109
20|20|256|26543426
20|20|257|26426283
20|20|258|27083504
20|20|259|26823179
20|20|260|26619740
20|20|261|26594402
20|20|262|26454186
20|20|263|26275888
20|20|264|26277400
20|20|265|26077362
20|20|266|26095155
20|20|267|27668294
20|20|268|26463517
20|20|269|27886257
20|20|270|26484832
20|20|271|26190442
20|20|272|26291013
20|20|273|26260537
20|20|274|26421908
20|20|275|26450076
20|20|276|26473665
20|20|277|26635871
20|20|278|26674871
20|20|279|26559580
20|20|280|26518778
20|20|281|26675520
20|20|282|26535309
20|20|283|26185255
20|20|284|26033604
20|20|285|26209192
20|20|286|26135818
20|20|287|26054232
20|20|288|26014831
20|20|289|26119798
20|20|290|27101437
20|20|291|26487235
20|20|292|27392148
20|20|293|26541433
20|20|294|26557008
20|20|295|26571876
20|20|296|26656074
20|20|297|26737441
20|20|298|26522671
20|20|299|26798466
20|20|300|26712851
20|20|301|27054003
20|20|302|26780870
20|20|303|26616816
20|20|304|26305463
20|20|305|26488534
20|20|306|26329928
20|20|307|27662265
20|20|308|26585078
20|20|309|28254249
20|20|310|27761616
20|20|311|26441900
20|20|312|26297946
20|20|313|26215018
20|20|314|26681486
20|20|315|26817465
20|20|316|26603785
20|20|317|26875840
20|20|318|27131582
20|20|319|26844593
20|20|320|27049318
20|20|321|27382875
20|20|322|27098966
20|20|323|26874705
20|20|324|26775896
20|20|325|26722412
20|20|326|26717280
20|20|327|26610097
20|20|328|26448951
20|20|329|26400046
20|20|330|26211455
20|20|331|26697813
20|20|332|26667727
20|20|333|26789171
20|20|334|26702110
20|20|335|26279006
20|20|336|26715434
20|20|337|26591070
20|20|338|26607104
20|20|339|26768334
20|20|340|26888057
20|20|341|26809655
20|20|342|26807566
20|20|343|27627038
20|20|344|27289260
20|20|345|28003050
20|20|346|27109984
20|20|347|26916172
20|20|348|26782799
20|20|349|26931908
20|20|350|26930244
20|20|351|26688005
20|20|352|26619150
20|20|353|26975154
20|20|354|34749586
20|20|355|27382730
20|20|356|26704399
20|20|357|27132755
20|20|358|26946600
20|20|359|26664804
20|20|360|26320666
20|20|361|26453027
20|20|362|26197483
20|20|363|26280534
20|20|364|26209928
20|20|365|26203977
20|20|366|26540542
20|20|367|27773053
20|20|368|26315982
20|20|369|26508998
20|20|370|26312276
